"","hgnc_symbol","uniprot_gn_id"
"8012","HCST","Q9UBK5"
"8013","DGKZP1",""
"8014","FAM184A","Q8NB25"
"8015","FAM184A","A0A087X2A7"
"8016","FAM184A","H0YBC0"
"8017","FAM184A","E7EQ67"
"8018","FAM184A","H7BY63"
"8019","FAM184A","H0YBA5"
"8020","FAM184A","A0A0C4DGZ2"
"8021","FAM184A","B9DI78"
"8022","NRAD1",""
"8023","RNF19BPY",""
"8024","GRHL1","Q9NZI5"
"8025","GRHL1","B7Z1S6"
"8026","GRHL1","F8WFB0"
"8027","GRHL1","C9JYY8"
"8028","LINC00427",""
"8029","IGHD1-1",""
"8030","MMP11","P24347"
"8031","MMP11","E9PED7"
"8032","MMP11","F8WDI7"
"8033","FAM30A",""
"8034","UNC45A","Q9H3U1"
"8035","UNC45A","A0A1W2PNX8"
"8036","LINC01569",""
"8037","LACC1","Q8IV20"
"8038","LACC1","A2A3Z5"
"8039","FZD5","Q13467"
"8040","UBE2V1P3",""
"8041","NFKBID","Q8NI38"
"8042","NFKBID","K7EKM2"
"8043","NFKBID","A0A286YF31"
"8044","KCNK6","Q9Y257"
"8045","KCNK6","B2RDS2"
"8046","LAS1L","Q9Y4W2"
"8047","IGHV6-1","A0A0B4J1U7"
"8048","SERBP1P2",""
"8049","PCBP2P3",""
"8050","DPRXP3",""
"8051","IGHVII-1-1",""
"8052","MRPL57P8",""
"8053","NUP205","Q92621"
"8054","PRXL2C","Q7RTV5"
"8055","ADAM6",""
"8056","PPP2R3C","Q969Q6"
"8057","PPP2R3C","G3V228"
"8058","PPP2R3C","Q86US5"
"8059","PPP2R3C","G3V3T9"
"8060","PPP2R3C","G3V5U8"
"8061","PPP2R3C","G3V2K1"
"8062","PPP2R3C","G3V561"
"8063","PPP2R3C","G3V3V5"
"8064","PPP2R3C","A0A0C4DGK2"
"8065","PPP2R3C","H0YJV0"
"8066","CCNI2","Q6ZMN8"
"8067","SNHG32","A0A024RCN7"
"8068","C22orf15","Q8WYQ4"
"8069","C22orf15","Q14D93"
"8070","C22orf15","F8W7S3"
"8071","ARHGEF6","Q15052"
"8072","CHCHD10","Q8WYQ3"
"8073","CHCHD10","E5RH03"
"8074","CHCHD10","E5RGN4"
"8075","CHCHD10","B5MBW9"
"8076","RBM4B","Q9BQ04"
"8077","RBM4B","E9PLB0"
"8078","RBM4B","U3KQD5"
"8079","RBM4B","E9PM61"
"8080","SEPTIN8","Q92599"
"8081","SEPTIN8","F8W8I8"
"8082","SEPTIN8","C9JV02"
"8083","SEPTIN8","A0A0A0MRP8"
"8084","SEPTIN8","A0A087X142"
"8085","SEPTIN8","C9J4G8"
"8086","SEPTIN8","A6NMH6"
"8087","SEPTIN8","A6NFQ9"
"8088","C3orf62","Q6ZUJ4"
"8089","C3orf62","H7BZX3"
"8090","C3orf62","C9JW57"
"8091","RPEP4",""
"8092","ABCF1","Q8NE71"
"8093","ABCF1","Q5STZ8"
"8094","ABCF1","Q2L6I2"
"8095","ABCF1","A0A0G2JIC2"
"8096","ABCF1","F5GYK6"
"8097","ZNF510","Q9Y2H8"
"8098","ZNF510","Q5SZP4"
"8099","NAP1L1P1",""
"8100","WDR45BP1",""
"8101","USP4","Q13107"
"8102","USP4","A0A024R2X6"
"8103","USP4","A0A024R2T0"
"8104","USP4","C9JNU9"
"8105","IGHV1-2","P23083"
"8106","CISH","Q9NSE2"
"8107","IGHVIII-2-1",""
"8108","IGHV1-3","A0A0C4DH29"
"8109","CNOT9","Q92600"
"8110","CNOT9","F8WBZ6"
"8111","CNOT9","D5MQE1"
"8112","CNOT9","H7C0W0"
"8113","CNOT9","F8WCV7"
"8114","TDRP","Q86YL5"
"8115","TRIM15","A0A0G2JJP1"
"8116","TRIM15","Q9C019"
"8117","TRIM15","Q5SRL0"
"8118","TRIM15","A0A087X199"
"8119","TRIM15","A0A0G2JL27"
"8120","MAPKAPK3","Q16644"
"8121","MAPKAPK3","A0A024R2W7"
"8122","MAPKAPK3","C9JPW3"
"8123","MAPKAPK3","C9J8E1"
"8124","PCDH11Y","Q9BZA8"
"8125","PCDH11Y","A0A087WUC5"
"8126","LINC00659",""
"8127","MPC1","Q9Y5U8"
"8128","MPC1","Q5TI65"
"8129","MPC1","A0A087WVZ0"
"8130","UTS2","O95399"
"8131","UTS2","Q5H8X8"
"8132","CELA3B","P08861"
"8133","CELA3B","A0A0A0MSA6"
"8134","MRGBP","Q9NV56"
"8135","RPP40P1",""
"8136","EIF4A1P2",""
"8137","SNX3P1Y",""
"8138","KRT18P10",""
"8139","COX7A2P2",""
"8140","VDAC1P6",""
"8141","LY6H","O94772"
"8142","MAGEB18","Q96M61"
"8143","IGHV4-4","A0A075B6R2"
"8144","LINC01635",""
"8145","COTL1P2",""
"8146","OGFR","Q9NZT2"
"8147","OGFR","A0A0A0MRN5"
"8148","OGFR","A0A087X028"
"8149","OGFR","Q4VXW3"
"8150","IGHV2-5","P01817"
"8151","CDRT15L2","A8MXV6"
"8152","CHUK","O15111"
"8153","MAGEB6B","A0A0J9YX57"
"8154","RPL7P56",""
"8155","CDC42","P60953"
"8156","CDC42","A0A024RAE6"
"8157","CDC42","A0A024RAE4"
"8158","CDC42","A0A494C1M1"
"8159","CDC42","A0A494BZX6"
"8160","CDC42","A0A3B3IRV0"
"8161","CDC42","Q5JYX0"
"8162","ZSWIM5P2",""
"8163","MEIS3P2",""
"8164","OCEL1","Q9H607"
"8165","OCEL1","M0QZ36"
"8166","OCEL1","M0R0F7"
"8167","OCEL1","M0QY63"
"8168","OCEL1","M0R1A4"
"8169","RPL34P20",""
"8170","CAPSL","Q8WWF8"
"8171","CAPSL","D6RHD7"
"8172","CAPSL","D6RF97"
"8173","RPL27AP",""
"8174","RRP12","Q5JTH9"
"8175","RRP12","A0A087WYW2"
"8176","RRP12","A0A087X0G0"
"8177","RRP12","H7C1M8"
"8178","RRP12","A0A087X1U8"
"8179","DUTP8",""
"8180","CRYZP2",""
"8181","JCAD","Q9P266"
"8182","TFR2","Q9UP52"
"8183","TFR2","E7ET36"
"8184","STPG2","Q8N412"
"8185","STPG2","H0YAZ7"
"8186","IBTK","Q9P2D0"
"8187","IBTK","H0Y9N7"
"8188","IBTK","E9PDR5"
"8189","IBTK","D6R9F4"
"8190","IBTK","E7EPI0"
"8191","LDHBP3",""
"8192","L3MBTL3","Q96JM7"
"8193","L3MBTL3","E9PLL7"
"8194","L3MBTL3","E9PI01"
"8195","RHOT1","Q8IXI2"
"8196","RHOT1","J3KSR5"
"8197","RHOT1","H7BXZ6"
"8198","RHOT1","K7EP86"
"8199","RHOT1","J3QSG2"
"8200","RHOT1","J3KRG7"
"8201","RPL5P12",""
"8202","HLA-DRB9",""
"8203","STPG2-AS1",""
"8204","HLA-DRB5","Q30154"
"8205","HLA-DRB5","A0A2Z4LKS3"
"8206","IER2","Q9BTL4"
"8207","IER2","A0A024R7H1"
"8208","LINC02088",""
"8209","PAPOLG","Q9BWT3"
"8210","PAPOLG","A0A0C4DH56"
"8211","PAPOLG","F8WAT4"
"8212","PAPOLG","H7C3W0"
"8213","DDX27","Q96GQ7"
"8214","DDX27","B7Z6D5"
"8215","DDX27","A0A087WYH5"
"8216","OGFR-AS1",""
"8217","RBM14-RBM4","A0A0A6YYI9"
"8218","RBM14-RBM4","A0A0A0MSL8"
"8219","NDUFB1P1",""
"8220","NDUFA5P2",""
"8221","CCDC81","Q6ZN84"
"8222","CCDC81","E9PMI9"
"8223","CDC25A","P30304"
"8224","CDC25A","A0A024R2S4"
"8225","CDC25A","A0A024R2R6"
"8226","CDC25A","C9JH94"
"8227","CDC25A","C9JFR5"
"8228","LRP12","Q9Y561"
"8229","LRP12","E5RIW8"
"8230","MAGEB6","Q8N7X4"
"8231","LINC00426",""
"8232","POMZP3","Q6PJE2"
"8233","POMZP3","C9JER0"
"8234","POMZP3","C9J370"
"8235","POMZP3","A0A0J9YWR1"
"8236","IRAK2","O43187"
"8237","EIF4EP1",""
"8238","OR5BA1P",""
"8239","GPCPD1","Q9NPB8"
"8240","GPCPD1","A0A0J9YY12"
"8241","OR5AZ1P",""
"8242","OR5BD1P",""
"8243","CYCSP26",""
"8244","LINC01040",""
"8245","LINC02336",""
"8246","MAGEB5","Q9BZ81"
"8247","LINC00353",""
"8248","FOS","P01100"
"8249","FOS","Q6FG41"
"8250","FOS","G3V5N7"
"8251","FOS","G3V5J9"
"8252","FOS","G3V2V7"
"8253","FOS","G3V5N9"
"8254","FOS","H0YJM3"
"8255","FOS","G3V289"
"8256","RPL7L1P1",""
"8257","CDC42-AS1",""
"8258","ARL4AP1",""
"8259","CELA3A","P09093"
"8260","CELA3A","B1AQ55"
"8261","PEX12P1",""
"8262","LINC00559",""
"8263","SLC35G5","Q96KT7"
"8264","RPL7AP3",""
"8265","RPL23AP70",""
"8266","PRR13P3",""
"8267","KLF11","O14901"
"8268","KLF11","Q53QU8"
"8269","KLF11","E7EX78"
"8270","KLF11","B5MCC4"
"8271","KLF11","C9JM94"
"8272","EIF4G3","O43432"
"8273","EIF4G3","B1AN91"
"8274","EIF4G3","A0A0A0MSA7"
"8275","EIF4G3","B1AN92"
"8276","EIF4G3","A0A0U1RQK7"
"8277","FRMD8P1",""
"8278","FAM177A1","Q8N128"
"8279","FAM177A1","G3V3Z5"
"8280","FAM177A1","H0YJC3"
"8281","FAM177A1","G3V583"
"8282","FAM177A1","A0A087X212"
"8283","RNF214","Q8ND24"
"8284","RNF214","A0A024R3D4"
"8285","RNF214","E9PRE9"
"8286","RNF214","E9PN76"
"8287","RPL13P12",""
"8288","HEPACAM2","A8MVW5"
"8289","HEPACAM2","C9JN07"
"8290","TFAP4","Q01664"
"8291","TFAP4","I3L254"
"8292","TFAP4","I3L301"
"8293","TFAP4","I3L4L6"
"8294","TSEN15P1",""
"8295","DHCR7","Q9UBM7"
"8296","DHCR7","A0A024R5F7"
"8297","DHCR7","E9PIP9"
"8298","DHCR7","E9PJ54"
"8299","DHCR7","E9PRL8"
"8300","DHCR7","E9PM00"
"8301","DHCR7","E9PQ71"
"8302","DHCR7","H0YEJ5"
"8303","DHCR7","E9PLZ2"
"8304","DHCR7","H0YE57"
"8305","CDC42-IT1",""
"8306","MED9","Q9NWA0"
"8307","MED9","J3KTK5"
"8308","LINC00339",""
"8309","RBM4","Q9BWF3"
"8310","RBM4","J3QRR5"
"8311","RBM4","D6R9K7"
"8312","RBM4","E9PB51"
"8313","OR5BL1P",""
"8314","OR9Q1","Q8NGQ5"
"8315","MLXIPL","Q9NP71"
"8316","MLXIPL","A0A0C4DG26"
"8317","MLXIPL","C9JDF5"
"8318","MLXIPL","H7C1V3"
"8319","OR9I3P",""
"8320","OR9I2P",""
"8321","OR9I1","Q8NGQ6"
"8322","OR9I1","A0A126GVJ4"
"8323","LINC02853",""
"8324","OR9L1P",""
"8325","NDE1","Q9NXR1"
"8326","NDE1","I3L2R9"
"8327","NDE1","I3L2T8"
"8328","NDE1","X5DR54"
"8329","NDE1","I3L533"
"8330","NDE1","I3L2S8"
"8331","NDE1","I3L464"
"8332","NDE1","I3L3G9"
"8333","VN2R9P",""
"8334","OR6Q1","Q8NGQ2"
"8335","OR6Q1","A0A126GVP6"
"8336","MICALL2","Q8IY33"
"8337","VENTXP1",""
"8338","IGHVIII-5-1",""
"8339","CYS1","Q717R9"
"8340","RANP4",""
"8341","IGHVIII-5-2",""
"8342","ETV1","P50549"
"8343","ETV1","C9J9L1"
"8344","ETV1","B5MCT2"
"8345","ETV1","C9J0B7"
"8346","ETV1","F8WEH6"
"8347","ETV1","C9JX69"
"8348","ETV1","C9J4P4"
"8349","ETV1","C9JQH6"
"8350","MCM9","Q9NXL9"
"8351","MCM9","A0A0S2Z662"
"8352","MCM9","D6RHY8"
"8353","MCM9","D6RE85"
"8354","RRM2B","Q7LG56"
"8355","RRM2B","E5RG52"
"8356","RRM2B","A0A0C4DGZ6"
"8357","DLGAP2-AS1",""
"8358","FERP1",""
"8359","RAB28P5",""
"8360","COX6CP4",""
"8361","THOC2","Q8NI27"
"8362","THOC2","B7ZB98"
"8363","THOC2","B7ZBA0"
"8364","THOC2","A0A0C4DG98"
"8365","THOC2","F2Z2V2"
"8366","DLGAP2","Q9P1A6"
"8367","DLGAP2","A0A0J9YVY4"
"8368","DLGAP2","A0A0G2JPE0"
"8369","DLGAP2","A0A0J9YWL8"
"8370","DLGAP2","A0A1B0GXK6"
"8371","DLGAP2","A0A0G2JLW6"
"8372","DLGAP2","A0A1B0GTN4"
"8373","RPL7P58",""
"8374","PRKDC","P78527"
"8375","PRKDC","F5GX40"
"8376","RBMX","P38159"
"8377","RBMX","H3BR27"
"8378","RBMX","H3BT71"
"8379","RBMX","H3BUY5"
"8380","RBMX","H3BNC1"
"8381","HMGA1P1",""
"8382","RAB3GAP1","Q15042"
"8383","RAB3GAP1","B9A6J2"
"8384","RAB3GAP1","C9J1R5"
"8385","SEPTIN7P1",""
"8386","PRORP","O15091"
"8387","PRORP","S4R3S1"
"8388","PRORP","A0A0A0MTQ0"
"8389","PRORP","S4R3T4"
"8390","PRORP","S4R416"
"8391","RTTN","Q86VV8"
"8392","RTTN","J3KSV7"
"8393","RTTN","J3KT00"
"8394","RTTN","A0A1W2PQI7"
"8395","RTTN","A0A1W2PPP3"
"8396","RTTN","J3KTD2"
"8397","RTTN","A0A1W2PPP7"
"8398","PLEKHM3","Q6ZWE6"
"8399","PLEKHM3","C9J119"
"8400","FBXL17","Q9UF56"
"8401","FBXL17","H7C835"
"8402","RPL12P42",""
"8403","MAN1A1","P33908"
"8404","CCT7P2",""
"8405","LINC01300",""
"8406","LINC02058",""
"8407","RPL12P17",""
"8408","POLD2P1",""
"8409","CRYGEP",""
"8410","CRYGD","P07320"
"8411","CRYGD","A0A140CTX7"
"8412","RPL7AP56",""
"8413","FAR1P1",""
"8414","SNRPFP4",""
"8415","SLC25A15P4",""
"8416","RAB24","Q969Q5"
"8417","RAB24","F8W8H5"
"8418","RAB24","D6RFW3"
"8419","ASF1A","Q9Y294"
"8420","ME3","Q16798"
"8421","ME3","E9PND9"
"8422","ME3","Q6TCH8"
"8423","ME3","E9PNN2"
"8424","ME3","E9PKA0"
"8425","ME3","E9PMB9"
"8426","IL2RA","P01589"
"8427","IL2RA","Q5W005"
"8428","IL2RA","Q5W006"
"8429","SMIM2","Q9BVW6"
"8430","SMIM2-AS1",""
"8431","SPATA31A1","Q5TZJ5"
"8432","SPATA31A1","A0A0R4J2F1"
"8433","HLA-P",""
"8434","SEL1L","Q9UBV2"
"8435","SEL1L","G3V3B3"
"8436","","A6NNJ1"
"8437","","A6NDY2"
"8438","FGF20","Q9NP95"
"8439","MRPL39","Q9NYK5"
"8440","MRPL39","C9JG87"
"8441","FCF1P4",""
"8442","ESRRAP2",""
"8443","C17orf97","I3L0T0"
"8444","C17orf97","H7C5B9"
"8445","LEF1-AS1",""
"8446","PAK3","O75914"
"8447","PAK3","B1AKS5"
"8448","PAK3","A0A087X294"
"8449","RASSF7","Q02833"
"8450","RASSF7","A0A024RCE4"
"8451","RASSF7","A0A0G2JLR5"
"8452","RASSF7","E9PM39"
"8453","RASSF7","A0A0G2JMW4"
"8454","RASSF7","F8W7Q0"
"8455","RASSF7","A0A0J9YYE4"
"8456","PPIAP85",""
"8457","SMIM2-IT1",""
"8458","RPL7AP7",""
"8459","MICG",""
"8460","IGHV3-6",""
"8461","IGHV3-7","P01780"
"8462","LINC00390",""
"8463","LINC01121",""
"8464","LEF1","Q9UJU2"
"8465","LEF1","A0A024RDI7"
"8466","LEF1","D6RIV1"
"8467","LEF1","D6RAB1"
"8468","LEF1","D6RID7"
"8469","RPL9P3",""
"8470","AHCYP7",""
"8471","IGHV3-11","P01762"
"8472","SFRP5","Q5T4F7"
"8473","LINC02760",""
"8474","RPL26P37",""
"8475","IGHVIII-11-1",""
"8476","TUSC2P1",""
"8477","IGHV1-12",""
"8478","B4GALT6","Q9UBX8"
"8479","B4GALT6","G3XA83"
"8480","B4GALT6","J3QQY9"
"8481","DLGAP5P1",""
"8482","LRRC6P1",""
"8483","IGHV3-13","P01766"
"8484","LINC02759",""
"8485","TTTY23B",""
"8486","MIPEPP3",""
"8487","SLC35B4","Q969S0"
"8488","SLC35B4","F8WAW0"
"8489","GRK6P1",""
"8490","IGHVIII-13-1",""
"8491","IGHV1-14",""
"8492","LINC01955",""
"8493","LINC00539",""
"8494","GNPTG","Q9UJJ9"
"8495","GNPTG","E9PQQ5"
"8496","GNPTG","A0A087WWA2"
"8497","RBM47","D6RCT1"
"8498","RBM47","A0AV96"
"8499","RBM47","B7Z8Z7"
"8500","RBM47","D6RBS9"
"8501","RBM47","D6R9M7"
"8502","RBM47","D6RBP6"
"8503","RBM47","D6REZ6"
"8504","RBM47","D6R9D6"
"8505","RBM47","D6RA49"
"8506","RBM47","D6RFL5"
"8507","IGHV3-15","A0A0B4J1V0"
"8508","NEU1","Q99519"
"8509","NEU1","E9PIF4"
"8510","NEU1","Q5JQI0"
"8511","NEU1","A0A0G2JKS5"
"8512","IGKV3OR2-268","A0A0C4DH90"
"8513","IGHVII-15-1",""
"8514","IGHV3-16","A0A0C4DH30"
"8515","EGFR-AS1",""
"8516","IGHV1-17",""
"8517","SLC20A1P2",""
"8518","LINC01467",""
"8519","AMPH","P49418"
"8520","EEF1A1P2",""
"8521","PRELID1","Q9Y255"
"8522","PRELID1","D6REW1"
"8523","PRELID1","D6RC47"
"8524","EGFR","P00533"
"8525","EGFR","Q504U8"
"8526","EGFR","E9PFD7"
"8527","EGFR","A0A1W2PRR9"
"8528","EGFR","C9JYS6"
"8529","EIF3LP1",""
"8530","LRRC56","Q8IYG6"
"8531","LRRC56","A0A0G2JLS1"
"8532","LINC02311",""
"8533","PRR23D2","P0DMB1"
"8534","ZRANB3","F5GYN7"
"8535","ZRANB3","Q5FWF4"
"8536","ZRANB3","F8WCT9"
"8537","RPL9P6",""
"8538","DEFB107A","Q8IZN7"
"8539","UGT3A1","B7Z8Q8"
"8540","UGT3A1","Q6NUS8"
"8541","UGT3A1","A8K444"
"8542","UGT3A1","D6RHV6"
"8543","UGT3A1","E9PD17"
"8544","UGT3A1","A0A024R085"
"8545","LINC00866",""
"8546","PTP4A1P6",""
"8547","RBM14","Q96PK6"
"8548","RBM14","A0A0S2Z4Z0"
"8549","RBM14","B8ZZ74"
"8550","RBM14","A0A0S2Z5V2"
"8551","RBM14","A0A0S2Z567"
"8552","RBM14","F8WDX3"
"8553","GPR20","Q99678"
"8554","LINC00852",""
"8555","SEC13","P55735"
"8556","SEC13","C9JBJ5"
"8557","SEC13","C9JIB6"
"8558","SEC13","C9J0S2"
"8559","SEC13","E7ERC8"
"8560","SEC13","A8MXL6"
"8561","LINC01943",""
"8562","LMNTD2","Q8IXW0"
"8563","LMNTD2","C9JV74"
"8564","LMNTD2","A0A0J9YXG3"
"8565","LMNTD2","E9PJR3"
"8566","LMNTD2","A0A0J9YX42"
"8567","CCL5","P13501"
"8568","CCL5","D0EI67"
"8569","CCL5","A0A494C1Q1"
"8570","ZNF337-AS1",""
"8571","SH2D6","A0A494C1I8"
"8572","SH2D6","A0A494C0E1"
"8573","NLRP7","A0A0G2JM25"
"8574","NLRP7","A0A0G2JMB6"
"8575","NLRP7","A0A0G2JPH3"
"8576","NLRP7","A0A0G2JNK1"
"8577","NLRP7","A0A0G2JNK3"
"8578","RPL31P58",""
"8579","ERAL1","O75616"
"8580","ERAL1","K7EQJ8"
"8581","ERAL1","J3QT61"
"8582","MTATP8P2",""
"8583","AP3M1","Q9Y2T2"
"8584","AP3M1","A0A024QZR5"
"8585","PHF8","Q9UPP1"
"8586","PHF8","B0QZZ4"
"8587","PHF8","B0QZZ3"
"8588","PHF8","B0QZZ2"
"8589","PHF8","B0QZE1"
"8590","PHF8","Q5JPR8"
"8591","PHF8","H7BZB7"
"8592","PLGLB2","Q02325"
"8593","RPL18A","Q02543"
"8594","RPL18A","M0R1A7"
"8595","RPL18A","M0R117"
"8596","RPL18A","M0R0P7"
"8597","RPL18A","M0R3D6"
"8598","MED28P7",""
"8599","ZNF337","Q9Y3M9"
"8600","SLC34A2","O95436"
"8601","SLC34A2","D6RBC0"
"8602","SLC34A2","D6RA94"
"8603","RGPD2","P0DJD1"
"8604","RGPD2","A0A1W2PNU4"
"8605","LIPN","Q5VXI9"
"8606","EEF1A1P39",""
"8607","MXD3","Q9BW11"
"8608","MXD3","A0A024R7S0"
"8609","MXD3","D6RED4"
"8610","MXD3","D6RD21"
"8611","PTP4A1P5",""
"8612","UNKL","E9PDK2"
"8613","UNKL","A0A0A0MSC7"
"8614","UNKL","E2QRG9"
"8615","UNKL","A0A0A0MRZ1"
"8616","UNKL","A0A0A0MSF0"
"8617","UNKL","D6RA68"
"8618","LINC01058",""
"8619","TCP11","Q8WWU5"
"8620","TCP11","D6RBE4"
"8621","TCP11","D6R989"
"8622","TCP11","D6RFY8"
"8623","TCP11","D6RG02"
"8624","TCP11","D6RIW4"
"8625","TCP11","D6RGY5"
"8626","TCP11","D6R9D8"
"8627","TCP11","D6R8Y5"
"8628","TCP11","D6RAC0"
"8629","TCP11","D6R9R9"
"8630","TCP11","D6RGC0"
"8631","PPP4R3C","Q6ZMV5"
"8632","NYX","Q9GZU5"
"8633","RPS17","P08708"
"8634","RPS17","H0YN88"
"8635","RPS17","A0A075B716"
"8636","TWF2","Q6IBS0"
"8637","TWF2","D6RG15"
"8638","VCL","P18206"
"8639","VCL","V9HWK2"
"8640","VCL","A0A024QZN4"
"8641","VCL","A0A096LPE1"
"8642","MYBL2","P10244"
"8643","VN1R108P",""
"8644","FKBP15","Q5T1M5"
"8645","CYTOR",""
"8646","IGHV1OR21-1","A0A087WYE8"
"8647","KRT18P27",""
"8648","CDY14P",""
"8649","RCBTB2P1",""
"8650","LINC01049",""
"8651","ELOCP16",""
"8652","LINC00410",""
"8653","PRYP3",""
"8654","BRK1P2",""
"8655","TLR9","Q9NR96"
"8656","MAD2L1BP","Q15013"
"8657","ARSD-AS1",""
"8658","KIF13A","Q9H1H9"
"8659","KIF13A","A0A1B0GUA8"
"8660","KIF13A","H0Y9Z7"
"8661","KIF13A","H0Y925"
"8662","XKRYP3",""
"8663","ARSD","P51689"
"8664","ARSD","H0YMY1"
"8665","ARSD","H7C327"
"8666","FAM222B","Q8WU58"
"8667","FAM222B","B4DRX9"
"8668","FAM222B","J3KSK8"
"8669","FAM222B","A0A024QZ60"
"8670","FAM222B","J3QLP2"
"8671","FAM222B","J3QRR9"
"8672","FAM222B","J3QKY8"
"8673","FAM222B","J3QRM5"
"8674","FAM222B","J3QR32"
"8675","USP9YP25",""
"8676","UBE2L5","A0A1B0GUS4"
"8677","HSD17B8","Q92506"
"8678","LRRC37A7P",""
"8679","CRYGC","P07315"
"8680","CRYGC","A0A0X8GLL6"
"8681","SLC25A14","O95258"
"8682","SLC25A14","F6SL11"
"8683","SLC25A14","Q5JY88"
"8684","GLRXP3",""
"8685","LINC00380",""
"8686","CRYGB","P07316"
"8687","LINC00379",""
"8688","PPIAP23",""
"8689","TRPV6","Q9H1D0"
"8690","TRPV6","C9J9W0"
"8691","TRPV6","A0A0J9YXP5"
"8692","TRPV6","C9JHY1"
"8693","TRPV6","A0A1X7SBT1"
"8694","TRPV6","A0A0G2JMR5"
"8695","IGHV1-18","A0A0C4DH31"
"8696","HDHD5","Q9BXW7"
"8697","HDHD5","A8MYZ9"
"8698","MIR17HG",""
"8699","SCN1B","Q07699"
"8700","SCN1B","B4DI92"
"8701","SCN1B","A0A1W2PS68"
"8702","SCN1B","A0A1W2PR05"
"8703","RASD1","Q9Y272"
"8704","SLC31A2","O15432"
"8705","SLC31A2","Q53X94"
"8706","SLC31A2","F2Z3D2"
"8707","JMJD7","P0C870"
"8708","JMJD7","C9K0I3"
"8709","JMJD7","B5MC20"
"8710","CPA5","Q8WXQ8"
"8711","CPA5","A4D1M2"
"8712","CPA5","C9JZE9"
"8713","CPA5","C9JRV5"
"8714","KCNE4","Q8WWG9"
"8715","FMC1-LUC7L2","A0A0A6YYJ8"
"8716","DEFB105A","Q8NG35"
"8717","DEFB105A","A0A0K0K1I4"
"8718","MYO3B","Q8WXR4"
"8719","MYO3B","F5H2J1"
"8720","UQCC3","Q6UW78"
"8721","ANKRD22","Q5VYY1"
"8722","APEX1","P27695"
"8723","APEX1","Q5TZP7"
"8724","APEX1","G3V5M0"
"8725","APEX1","A0A0C4DGK8"
"8726","APEX1","G3V5D9"
"8727","APEX1","G3V359"
"8728","APEX1","G3V5Q1"
"8729","APEX1","G3V2D9"
"8730","APEX1","G3V3M6"
"8731","APEX1","G3V3Y6"
"8732","APEX1","G3V3C7"
"8733","FMC1","Q96HJ9"
"8734","ANKRD30BP2",""
"8735","TUBA3E","Q6PEY2"
"8736","DPPA5P4",""
"8737","ZNF782","Q6ZMW2"
"8738","ZNF782","F8WEU9"
"8739","ZNF782","C9J9Y8"
"8740","CSKMT","A8MUP2"
"8741","RAP1GDS1","P52306"
"8742","RAP1GDS1","D6RC12"
"8743","RAP1GDS1","D6RHZ7"
"8744","RAP1GDS1","D6RC85"
"8745","RAP1GDS1","D6RHH8"
"8746","RAP1GDS1","D6RBC6"
"8747","RAP1GDS1","D6RB97"
"8748","RAP1GDS1","D6REZ0"
"8749","LUC7L2","Q9Y383"
"8750","LUC7L2","V9GZ75"
"8751","LUC7L2","F8WEU3"
"8752","","E9PNT4"
"8753","LBHD1","Q9BQE6"
"8754","LBHD1","A0A024R584"
"8755","LBHD1","E9PQ29"
"8756","LBHD1","F5H6J2"
"8757","LBHD1","E9PMK4"
"8758","ELMO2P1",""
"8759","RHPN2","Q8IUC4"
"8760","RHPN2","K7EL35"
"8761","PEMT","Q9UBM1"
"8762","PEMT","J3QLU8"
"8763","PEMT","D3YTC7"
"8764","PEMT","J3KTR2"
"8765","FAM153B","P0C7A2"
"8766","FAM153B","H0YMR7"
"8767","FAM153B","D6RF84"
"8768","FAM153B","H0YL08"
"8769","PON2","Q15165"
"8770","PON2","A0A0J9YXF2"
"8771","PON2","A0A0J9YXM1"
"8772","PON2","G3XAK4"
"8773","PON2","A0A0J9YYG4"
"8774","PON2","A0A0J9YYF3"
"8775","PON2","A0A2Q2SAK4"
"8776","PON2","A0A0J9YXU7"
"8777","PON2","A0A0J9YYF0"
"8778","PON2","A0A0J9YVW3"
"8779","PON2","J3QT77"
"8780","ZNF420","Q8TAQ5"
"8781","ZNF420","K7EPG0"
"8782","ZNF420","K7ERS3"
"8783","ZNF420","K7ELF6"
"8784","ZNF420","K7EJW2"
"8785","ZNF420","K7EQC9"
"8786","PPP1R14BP3",""
"8787","NOCT","Q9UK39"
"8788","NOCT","Q8WTX0"
"8789","EHD4","Q9H223"
"8790","EHD4","A0A024R9N6"
"8791","LILRA3","Q8N6C8"
"8792","LILRA3","A0A0G2JMY9"
"8793","LILRA3","A0A0G2JLV5"
"8794","LILRA3","A0A0G2JM97"
"8795","LILRA3","A0A0G2JMJ0"
"8796","CRYGA","P11844"
"8797","CRYGA","A0A0S2A4T3"
"8798","GOLGA7B","Q2TAP0"
"8799","GOLGA7B","M0R0R5"
"8800","LIPM","Q5VYY2"
"8801","FAM170A","A1A519"
"8802","FAM170A","A2VCN0"
"8803","FAM170A","D6RIE9"
"8804","ELF2","Q15723"
"8805","ELF2","B7Z720"
"8806","ELF2","D6RGD9"
"8807","ELF2","D6RHI1"
"8808","ELF2","D6R9B1"
"8809","HDHD5-AS1",""
"8810","TMCC1P1",""
"8811","CRTAC1","Q9NQ79"
"8812","CRTAC1","Q5T4F6"
"8813","CRTAC1","A0A0C4DFP6"
"8814","UBASH3A","P57075"
"8815","UBASH3A","A0A0U1RQY9"
"8816","UBASH3A","A0A0U1RR03"
